Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Sample_0	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41
Q17RW2	Q17RW2	Q17RW2	Q17RW2		7598.61	7985.77	7677.55	8326.46	7548.92	7867.59	7471.91	7549.69	7243.14	8339.16	8049.81	8014.95	7053.25	6191.92	7195.79	7168.31	8155.96	7432.01	8283.13	7718.5	8197.58	7491.39	7437.51	8775.64	7987.98	8051.5	7445.01	7948.46	6940.02	6959.42	6591.98	7694.65	7265.23	8191.09	7222.32	7995.55	7934.73	7521.0	8815.77	8140.55	7286.95	8491.57
Q9UJW2	Q9UJW2	Q9UJW2	Q9UJW2		6337.97	5241.33	5223.86	7325.75	5652.92	6127.86	9164.95	8093.42	7486.07	7243.45	6181.81	6493.03	6661.42	6312.75	6339.49	5834.69	6893.52	5165.44	5503.62	6008.76	6012.24	6792.03	5780.22	5768.3	3739.24	4436.93	3182.6	5493.39	6949.02	5617.67	5412.75	6059.98	6319.07	6039.97	6024.47	4670.76	3079.48	3158.21	1838.52	5841.2	5575.36	5192.68
P26599	P26599	P26599	P26599		5970.9	6672.75	5624.19	6709.55	6111.72	6268.56	5851.39	5845.6	5749.39	5517.73	5952.29	5686.75	6287.58	6341.04	5580.15	5760.35	6309.51	6166.29	6478.48	5489.65	6011.12	6413.89	5678.02	6436.98	1446.86	2180.98	2250.81	8251.5	7727.02	6013.05	4941.96	5306.79	5028.24	5784.08	5766.76	6047.98	2639.56	2302.28	2374.26	6456.25	5869.24	6329.31
P49961	P49961	P49961	P49961		2859.15	2278.7	1950.95	3336.23	3264.26	2608.32	2171.78	2545.31	2244.37	3125.33	1914.72	2318.31	1850.38	2015.24	2102.32	2685.03	2054.79	2564.6	2346.48	2186.48	1597.24	1647.92	1680.71	2082.91	2790.44	2396.76	2251.76	1520.92	2268.85	1973.04	1762.41	1650.43	1685.06	2654.0	2564.43	2399.47	2597.68	1755.4	2018.03	2564.89	2953.36	3568.32
Q8NGN0	Q8NGN0	Q8NGN0	Q8NGN0		83706.6	115088.0	115616.0	90746.7	107181.0	85086.7	87334.8	81574.1	87749.5	73078.9	78770.7	83232.2	89275.9	82369.3	66585.6	63224.4	86511.8	100060.0	57072.6	80013.3	83242.0	90360.3	88002.7	108314.0	81177.2	94646.9	90576.7	91790.1	100293.0	89726.2	96861.2	100995.0	99823.7	98733.8	92251.8	77647.1	111537.0	99564.7	131430.0	87941.9	91134.9	95334.3
O14737	O14737	O14737	O14737		34383.2	35707.1	35303.5	32308.4	33074.7	32905.4	33724.0	32674.1	30679.7	30088.7	30981.5	31741.2	32625.9	31327.1	31101.9	37675.2	37605.9	37123.1	32061.5	31686.2	28374.3	31606.0	30306.6	31893.1	28938.0	29189.0	28367.1	34206.5	35443.9	33957.8	32171.9	34753.8	33049.4	33170.6	35185.3	32491.4	28889.9	29286.4	29502.6	33505.1	33551.8	32961.9
P63122	P63122	P63122	P63122		220577.0	211023.0	222658.0	234526.0	206416.0	223046.0	212612.0	210531.0	196013.0	206204.0	209300.0	216492.0	241083.0	244794.0	223788.0	220135.0	206861.0	216888.0	225685.0	218126.0	207067.0	211600.0	211458.0	229783.0	228907.0	231573.0	214710.0	203807.0	206633.0	206565.0	220791.0	206019.0	216444.0	217946.0	213717.0	216068.0	218484.0	206536.0	227887.0	204351.0	188700.0	196114.0
Q9BQS2	Q9BQS2	Q9BQS2	Q9BQS2		13637.1	15556.5	15727.7	17289.1	19038.4	14588.5	12914.4	15359.9	15764.4	16609.1	17008.7	13777.1	15402.4	15727.3	15595.3	14679.1	15391.9	15783.0	14626.8	13370.8	16321.5	15934.0	14139.3	17308.7	14992.3	15266.4	15045.9	17357.9	15189.0	14639.5	13541.4	13482.6	14818.0	14858.6	14441.2	15280.2	13793.5	14779.9	15092.1	16497.1	14001.2	14356.6
Q9BQS2;Q9UPV0	Q9BQS2;Q9UPV0	Q9BQS2;Q9UPV0	Q9BQS2;Q9UPV0		10418.5	14138.3	12760.8	17807.4	11974.1	9442.15	17430.3	9573.8	9909.71	8702.13	8306.41	6813.93	10354.8	8870.52	8191.3	10344.6	7145.46	6338.29	6404.84	6276.88	7454.14	7781.85	5598.22	6838.56	7177.18	5991.77	5301.23	7405.92	5375.75	5809.68	6111.48	6919.29	4565.19	4198.77	5700.0	7172.6	5800.2	7109.82	5689.95	5683.0	4953.44	4892.45
A0A0B4J272	A0A0B4J272	A0A0B4J272	A0A0B4J272		82956.5	87181.6	88497.2	84506.7	86837.8	90154.1	92005.2	92993.0	81049.4	90014.5	88154.0	91796.5	83989.8	85729.0	84371.3	86220.3	85399.0	89622.1	88009.2	89460.4	87214.6	91376.8	93446.2	90745.6	87476.2	89489.9	90395.2	82171.4	85313.2	84153.2	89293.4	86734.4	85385.0	85437.4	83918.5	81601.6	88335.0	87480.1	88086.9	82112.4	79154.4	79716.5
Q96GC9	Q96GC9	Q96GC9	Q96GC9		101291.0	99482.9	105096.0	104342.0	102439.0	108071.0	114395.0	108742.0	103623.0	103602.0	98931.6	101909.0	111827.0	103448.0	101085.0	93664.9	90741.4	91559.5	97119.2	98615.3	96358.7	94310.3	99311.2	97668.0	99948.6	109524.0	99715.1	90495.4	99535.0	93012.8	91960.1	92013.8	97759.2	91464.2	92401.0	89169.3	99768.6	104855.0	102433.0	93825.8	99320.6	96282.0
Q9BXT2	Q9BXT2	Q9BXT2	Q9BXT2		17151.6	18752.4	17857.8	20284.7	19107.9	21489.8	20601.1	21802.9	20162.7	19177.3	21568.9	21809.3	20001.4	19967.6	21882.6	20155.4	18791.4	18176.0	20251.6	19101.8	18901.6	21835.8	21265.0	20194.6	20004.3	19936.0	20533.3	20279.2	20446.1	19770.6	20622.7	18877.5	19117.4	18975.8	19074.9	19094.5	20845.4	19638.7	19875.0	20027.3	20173.6	19978.7
Q7Z2K8	Q7Z2K8	Q7Z2K8	Q7Z2K8		28755.5	29381.6	28470.6	29277.7	29441.4	29662.8	26276.2	27192.0	28535.1	24729.0	27406.0	25098.8	25893.0	29024.2	28111.7	29124.0	29487.4	28604.4	24335.5	24639.9	26881.6	27922.0	27536.8	28212.4	24135.5	23051.3	23700.9	30386.0	29946.3	30832.4	29955.4	31790.4	31018.0	31377.9	31055.5	31275.4	25883.2	27455.9	25787.7	31594.8	31094.2	30937.2
Q9HCZ1	Q9HCZ1	Q9HCZ1	Q9HCZ1			4662.22			3483.52			4529.59					2672.73				5637.7			3907.57	3415.98				11179.7				4662.8								9131.89			8393.25	3622.67	
Q9NYG5;O43264	Q9NYG5;O43264	Q9NYG5;O43264	Q9NYG5;O43264		4532.52	4979.97	6083.14	3260.45	6423.18	4648.43	3584.51	4145.01	6032.88	5632.68	3542.76	5496.6	4132.05	4574.91	5323.56	6009.44	6233.93	4381.62	4149.03	5911.99	3136.78	5679.34	5260.81	5353.96	4675.68	4191.87	3983.22	7003.73	6535.37	6238.46	5533.87	5532.03	4760.27	4776.77	6567.59	5663.06	4791.54	5439.64	4454.6	8757.43	5372.16	5159.71
Q7L4S7	Q7L4S7	Q7L4S7	Q7L4S7		4788.85	4787.09	3979.86	5044.93	3471.16	4611.87	4866.89	4385.6	3801.24	3094.22	3647.39	3725.61	2760.64	2996.08	4359.07	2570.27	4110.56	4293.45	3202.26	4625.52	3597.49	2219.58	2866.29	1534.67	2829.11	8039.25	3448.11		3482.25	1850.6	2773.39	3119.82	2167.8	3908.02	4268.62	3545.05	3579.8	2100.63	3469.34	2376.77	3665.03	3076.43
P07332	P07332	P07332	P07332																1152.14	1027.84			1177.18	1296.38		1211.24	922.202			611.916			1280.71					1291.81				1513.79	943.82			
O94880	O94880	O94880	O94880		8011.14	9253.93	7985.84	8940.99	8793.87	8259.41	6521.17	7575.96	6630.63	9092.63	9544.05	9421.07	8796.39	8276.58	7784.02	9692.74	10188.0	9259.36	10248.4	10097.4	10301.2	9861.07	10712.0	10027.5	8051.17	8147.3	8647.41	9343.13	9924.17	9662.52	10706.1	9349.45	9806.89	10747.0	9669.12	10806.2	9268.81	10077.1	9018.68	10383.1	9856.43	9242.66
Q5T036	Q5T036	Q5T036	Q5T036		4123.95	3912.54	3585.13	3900.6	4031.47	3676.43	2863.93	2870.93	3050.3	3667.86	4062.15	3689.13	3805.63	3357.48	3502.86	4202.63	4487.79	4638.47	3961.09	4327.36	4087.29	3296.64	3568.64	3796.75	3774.65	3990.33	4080.49	4908.44	4299.42	3310.81	4301.15	3030.84	3046.5	4116.91	3948.46	3828.86	4858.52	4665.51	4294.31	2730.1	3264.44	2805.32
Q8NGA8	Q8NGA8	Q8NGA8	Q8NGA8		97511.5	93070.0	91516.2	93384.3	96468.1	90329.2	90342.1	92113.8	91552.6	84090.2	84875.3	94534.1	94926.0	87468.4	87845.1	83817.4	84101.2	83261.2	84515.6	82809.8	84247.9	87156.0	85050.3	87319.0	100954.0	81251.1	88278.0	79345.6	84890.7	87842.6	77893.7	90561.3	83373.6	83745.0	91433.0	82509.2	81632.5	87533.4	81456.5	83942.5	83309.8	89997.6
O94822	O94822	O94822	O94822		4442.39	5196.45	4612.7	5345.53	5217.03	4879.0	4576.91	5103.33	5528.17	4214.49	4403.19	4404.83	4064.76	3935.42	3919.14	4211.91	4794.83	4734.61	3640.42	4136.25	4393.4	5486.78	4875.79	5045.4	4195.41	3296.38	4385.62	5580.84	6034.09	5037.68	4881.8	4144.95	5080.54	5076.03	5395.81	5388.92	3752.94	3148.13	3609.46	5770.29	5326.44	5559.16
P52849	P52849	P52849	P52849		65361.8	68228.6	69555.9	57528.1	58639.5	57237.5	53980.2	54629.4	53092.5	59974.0	60968.5	62790.7	61816.9	64144.3	59174.2	72136.9	69864.3	69439.0	70720.1	70044.3	71421.7	63642.4	61792.7	66116.0	59820.8	59216.7	59702.3	70050.6	69920.0	69636.0	71242.5	71203.5	73266.2	69965.6	71650.6	73087.3	64939.0	63611.8	64304.6	60746.0	63744.9	63622.9
P52849;Q8TAA3	P52849;Q8TAA3	P52849;Q8TAA3	P52849;Q8TAA3		92019.9	89239.8	96893.3	88180.8	86168.9	90467.3	103141.0	102454.0	71441.3	97026.0	88504.9	87818.2	100402.0	99753.5	81292.4	98919.3	102829.0	87253.5	95941.2	95221.2	91486.2	79034.0	86338.8	88858.5	74539.7	68634.6	72965.2	88399.9	93283.5	89278.0	98652.2	80555.1	71533.9	93431.2	82042.3	91888.2	82360.8	85058.4	86123.8	71868.2	81502.9	72474.0
Q9UIA9	Q9UIA9	Q9UIA9	Q9UIA9		23176.9	23941.6	23141.6	22386.4	24023.8	24143.1	22184.3	23513.6	23833.8	22586.2	21048.1	22656.3	20686.3	20881.2	23179.0	22060.4	22454.9	19269.1	18777.1	20354.3	18898.2	19738.0	19579.2	18037.5	15234.2	17996.9	17290.4	21418.6	21907.3	22161.4	20207.5	20437.4	22186.3	23019.1	23414.1	22750.7	20721.9	19717.5	21110.3	22525.7	21201.2	20220.2
Q5H9U9	Q5H9U9	Q5H9U9	Q5H9U9		108312.0	106163.0	119491.0	110331.0	100979.0	96587.3	94918.8	100483.0	108541.0	105771.0	108897.0	100680.0	116101.0	105937.0	112103.0	120049.0	110726.0	111283.0	111081.0	108599.0	109826.0	108816.0	94624.1	117332.0	96750.4	101699.0	98942.6	114105.0	105700.0	110453.0	114206.0	111481.0	104514.0	108446.0	106611.0	108421.0	108501.0	107389.0	112361.0	97432.6	93750.8	90015.4
Q8N319	Q8N319	Q8N319	Q8N319		43903.3	42283.6	44816.6	48246.1	49430.7	46840.3	49383.9	49500.5	47220.3	50087.1	50736.9	47991.9	56594.8	50425.3	52405.4	43044.1	45034.1	46889.8	48397.2	50380.1	47802.2	46209.1	45668.3	48844.4	51640.8	52217.0	55080.7	48188.8	47499.2	47771.9	44219.5	49548.9	48144.7	47416.9	43929.8	48544.3	53347.2	48849.1	47900.1	47953.9	44539.8	41351.9
P47888	P47888	P47888	P47888		10385.7	10534.7	10703.6	11644.2	10092.3	9555.09	9740.9	9536.04	11315.7	10889.1	10513.2	10413.0	10469.3	11234.8	11007.9	9359.18	10042.4	9841.4	10468.7	9421.49	9906.6	10329.2	10466.7	10372.7	9992.56	10855.9	10629.0	9732.12	9669.47	9943.02	10149.8	9211.78	9379.12	9506.96	9576.47	9283.69	10288.9	10921.2	10348.8	9801.3	7962.62	8719.45
Q8WXW3	Q8WXW3	Q8WXW3	Q8WXW3		20072.7	20836.7	20764.9	14511.7	18550.6	18125.9	20320.5	18807.6	18795.1	18094.0	15913.1	17097.9	15776.7	21336.9	17946.5	20319.9	20104.4	16400.8	21037.3	22565.8	20555.7	18606.4	15946.1	18770.9	18339.2	14421.4	16859.9	18581.3	18711.8	22561.4	19561.0	17392.4	18868.4	18312.9	19487.9	14545.6	13987.5	18835.9	15530.2	14789.4	15505.9	12568.7
Q12778	Q12778	Q12778	Q12778		6061.89	6944.82	6579.54	6938.73	7108.34	6846.32	6109.25	6867.26	7877.88	7331.12	6143.49	6441.91	6357.6	6253.23	6961.56	7559.25	7205.07	7294.95	6934.3	6255.82	6890.75	6951.01	7073.4	6854.96	5472.75	5997.62	5580.9	8497.39	7726.33	6524.7	5758.69	6332.64	7701.28	6034.09	6088.77	7202.47	5844.96	5515.96	5845.75	6756.34	7228.75	7896.95
Q9NZC3	Q9NZC3	Q9NZC3	Q9NZC3		5793.03	5470.23	7006.44	4955.54	6451.74	5263.83	5772.32	5445.17	4678.76	4288.42	3142.78	4807.92	4645.86	3952.35	4473.67	5254.82	5851.52	6120.73	4487.56	5449.36	5052.13	4957.19	6114.72	4915.07	7487.27	6457.11	5813.59	6373.07	5516.89	6776.94	5165.17	4812.87	5260.32	4714.16	6072.35	5866.37	6156.36	5606.11	6056.58	5725.35	7270.36	6228.98
Q9UKE5	Q9UKE5	Q9UKE5	Q9UKE5		4909.63	5526.39	4677.02	3695.78	4827.9	4553.68	4872.65	4375.6	4457.63	3991.64	4128.47	4266.99	4760.5	4059.02	4558.01	3978.41	4230.82	4893.11	3767.29	3923.77	3731.95	3383.65	4188.69	4743.93	4300.2	3462.94	4558.07	4822.08	4744.93	4552.74	5398.85	5016.94	4459.51	4291.06	4257.07	4737.96	4448.87	4513.67	4736.18	4851.81	3918.44	4515.31
Q9UKE5;Q9Y5B9	Q9UKE5;Q9Y5B9	Q9UKE5;Q9Y5B9	Q9UKE5;Q9Y5B9		24988.2	26812.9	26153.8	22646.9	21961.0	22637.4	19084.8	18653.5	19418.2	21505.0	22320.0	21631.6	21190.1	22664.2	22531.6	26842.9	28917.0	25203.7	28281.3	27391.2	27060.7	20622.8	20716.9	19524.3	18089.6	18765.7	19262.8	23444.7	25185.2	22230.0	19680.2	22634.4	20887.2	22805.1	23975.1	20224.1	19598.5	19452.1	19768.8	17803.7	17850.3	20812.9
A0A5B9	A0A5B9	A0A5B9	A0A5B9		50713.1	49067.0	53945.6	46925.5	49368.9	52163.2	39913.5	38854.0	42481.8	42678.6	50029.6	51655.1	54914.7	51227.7	43291.0	52564.1	50210.7	53054.4	53034.0	44589.4	42531.3	41316.9	43177.9	41834.2	45707.6	41882.3	40558.6	45603.3	46385.0	41063.3	44249.3	50119.8	42292.0	43644.2	39400.0	36018.8	46996.7	43322.0	44303.2	39744.9	47256.4	36357.7
Q96R09	Q96R09	Q96R09	Q96R09		20556.5	20249.7	20731.3	25990.6	27276.9	30822.1	31669.1	27290.5	29920.6	29709.0	28319.2	27471.8	32792.8	31829.2	30205.8	23686.0	23691.2	25524.1	26733.7	26695.3	26936.0	27354.3	27874.0	31855.9	30400.3	31178.2	31500.0	22287.6	21638.5	23121.1	28412.7	25663.1	25674.7	26447.6	26661.2	24530.9	33118.8	31476.6	30229.4	27356.2	25263.1	23200.5
P0DP74	P0DP74	P0DP74	P0DP74		21820.0	22924.7	22169.6	21224.8	19373.7	19850.0	20579.0	21956.4	20632.5	22358.3	20482.7	19710.1	20600.7	19587.4	21205.9	19696.7	22522.3	20041.3	22424.2	23122.3	21397.1	19479.2	22106.2	22225.1	20008.7	20210.0	19313.0	19344.5	19973.7	20810.5	21375.6	21913.6	21480.8	19029.0	21414.8	21489.9	22249.1	21847.6	21741.6	19264.6	19987.1	19105.1
P55263	P55263	P55263	P55263		4191.65	4209.93	4684.26	4335.26	4817.21	4766.3	5006.15	4787.47	3987.94	4420.84	4504.2	5021.38	5581.71	6268.41	5448.51	5086.3	4867.7	5142.7	5415.98	4611.51	4089.74	5006.87	4395.6	5248.4	5802.51	6121.12	5503.44	4792.96	4801.98	4387.41	5097.4	4894.25	5365.34	5229.14	5227.62	5277.09	5159.26	5663.47	4997.11	5120.05	5981.41	5639.41
Q9H902	Q9H902	Q9H902	Q9H902		4791.29	5278.86	5715.28	3029.21	5072.54	4403.56	5182.1	5398.61	4716.59	5272.08	4755.68	4546.41	5992.44	6301.02	5054.89	4287.98	3419.06	5222.69	4475.68	4187.54	4214.1	3925.44	4652.42	4527.36	5317.12	3850.86	5256.08	4158.34	4271.01	4540.04	4840.3	4956.03	3909.61	4553.47	3885.03	3383.99	3795.65	4163.74	5317.06	4583.66	3308.35	5347.45
P41223	P41223	P41223	P41223		1006.85	1208.77	1484.08	4702.32	1838.19	1844.51	2887.03	2037.02	4225.63	2879.13	1842.29	1939.69				2779.44	2403.61	1927.58	1565.58	2845.92	2606.31				2256.57	3111.41	4262.81	3492.87	3510.29	2729.53	3236.85	3058.25	3064.29	2705.2	2959.85	2785.19	4596.35	4943.33	6224.98	4338.69	2603.21	5106.4
Q9HBF5	Q9HBF5	Q9HBF5	Q9HBF5		5144.7	4442.96	4876.37	5633.66	5851.63	4269.32	5430.37	5252.85	5750.51	5176.11	5606.62	6127.86	5212.69	5691.15	4867.73	4646.03	5359.75	5434.47	5109.64	6158.26	5174.58	6049.62	6328.76	6040.46	5477.91	4961.82	6015.18	4807.25	4755.99	5065.94	5900.74	5142.88	5645.64	5669.08	5356.12	5666.81	5761.55	5068.79	4753.02	5780.24	5965.89	6581.1
O15072	O15072	O15072	O15072		8659.89	8797.3	9090.85	8749.6	9597.5	8422.99	9939.31	9356.94	8142.21	8581.5	9627.58	7647.07	9253.99	9309.54	9065.86	9715.79	7577.24	6736.21	7960.94	7428.1	7483.24	9312.83	8613.61	9124.82	8406.92	8595.44	10100.4	9158.52	10163.3	8697.27	8411.86	8944.81	8355.87	10489.7	7081.86	7888.17	9384.18	8959.78	6713.49	7981.25	7541.81	8595.1
P54132	P54132	P54132	P54132		2947.44	3751.2	3673.68	3967.66	4327.18	3653.7	4746.43	3369.19	3591.47	4279.55	4595.05	3857.79	2351.21	2687.14		3830.3	3805.61	3369.96	4240.82	3661.7	3884.94		2073.57	1821.53	4002.47	4847.39	3458.93	2189.42	2321.2	2374.4	3097.73	3626.98	4158.34	3698.51	3481.48	3386.88	3166.79	3693.52	3969.33	2842.47	3907.12	3588.59
A6NHJ4	A6NHJ4	A6NHJ4	A6NHJ4		70041.5	70833.0	67158.9	60104.0	64643.4	64945.6	62359.9	65692.5	61605.5	63911.9	65331.6	57853.6	58610.5	58536.7	59768.0	61493.4	58991.8	58373.1	65979.2	68106.5	62719.4	62582.7	62456.2	56395.8	55894.3	60401.4	58506.9	56051.1	65742.3	64130.5	58214.5	56376.6	66723.1	65558.7	65151.2	67105.1	64532.9	63382.4	59094.2	63369.1	63536.8	63583.5
A0A1B0GVR7	A0A1B0GVR7	A0A1B0GVR7	A0A1B0GVR7		27154.2	28993.1	26494.9	21387.1	22436.1	23364.2	23385.7	23450.8	25011.5	26058.7	23553.7	23526.2	21439.4	21260.9	23467.0	29843.3	28998.7	28299.7	29063.3	29683.1	30792.2	28296.4	29579.4	28270.1	27698.3	26968.3	26020.0	28785.5	28812.4	29408.5	29101.3	29887.4	29190.2	27230.1	28883.6	29286.7	32243.1	27775.5	31059.9	28416.5	27532.1	25491.0
Q5JWF2	Q5JWF2	Q5JWF2	Q5JWF2		19981.7	22984.6	22037.2	25820.1	24303.1	23327.0	22571.2	23970.8	21867.3	23294.3	24628.8	24420.2	25404.2	25336.5	24547.5	19598.2	22041.3	21264.7	20853.7	22075.2	21796.6	22725.0	22385.0	26437.6	21693.4	24949.4	25832.6	21236.8	21765.5	23715.5	22567.8	23299.2	23532.6	21798.6	23182.0	22677.3	22241.4	21765.9	23233.0	23549.7	23618.3	24208.6
Q9P0T4	Q9P0T4	Q9P0T4	Q9P0T4		46103.9	45633.1	48147.5	49717.0	44878.1	46374.4	48300.7	47851.2	47214.2	48749.0	44702.6	52325.6	54628.5	50297.0	47955.4	46891.1	47177.8	39991.6	47277.8	46613.8	46592.3	48492.6	49352.4	46444.2	46017.7	52981.5	48322.3	51820.1	47088.8	45381.0	49816.0	46818.2	51269.4	44875.4	48507.2	47397.5	50810.1	50267.4	47505.7	45738.6	43830.7	43600.7
Q5TA31	Q5TA31	Q5TA31	Q5TA31		8527.79	6357.66	6093.41	9278.22	8717.62	7338.91	9278.72	4346.31	9735.11	6733.61	7984.6	6345.58	8890.51	10937.3	10248.3	7693.78	8314.17	8093.85	8530.09	8713.01	7292.94	6869.34	10514.5	9309.7	8721.12	12813.2	11727.9	7965.03	8876.56	5643.28	9183.29	8971.96	9239.96	9772.58	8330.34	8337.85	9886.68	12600.1	9952.58	7496.96	6651.97	10729.0
Q14257	Q14257	Q14257	Q14257		28124.2	28399.6	27944.5	26232.6	26957.3	26540.6	24389.1	26854.6	23935.2	24638.1	22444.7	22949.0	22209.2	21932.2	18910.4	25037.3	25239.2	25315.5	23664.0	23059.6	23007.9	21056.8	21225.2	20975.0	21988.8	21000.5	20620.4	22212.3	23547.2	24355.9	21732.0	22788.8	23926.1	22676.1	23501.9	21855.5	21695.9	19222.2	20504.0	23648.0	24628.2	21581.3
O15544	O15544	O15544	O15544		16046.3	18094.5	16896.6	17622.4	18696.0	17097.7	15407.7	14618.9	14312.2	14967.3	16953.2	16487.7	14416.8	15399.5	15118.5	17458.4	17324.5	15830.7	18342.4	16309.4	14877.0	12885.1	13115.0	14082.7	15275.2	15391.0	14756.7	15682.0	14026.6	15024.5	14097.0	13051.2	13806.0	15884.3	15657.9	17671.0	18618.0	16111.9	15705.8	17606.6	14879.8	16079.4
Q8NA29	Q8NA29	Q8NA29	Q8NA29		21313.6	23116.8	21348.0	22752.3	23525.5	24194.7	23753.7	20636.1	24277.8	26719.9	24872.1	24861.0	26253.5	26551.0	28853.2	22147.1	22696.3	20684.4	24742.2	24253.2	26517.9	24652.7	24567.9	21292.3	25897.1	25477.9	24885.5	23888.8	25084.3	25055.6	22190.4	20010.0	22694.5	22810.1	22666.8	20640.1	23102.5	26934.4	23646.1	22097.8	23378.7	23581.0
P0C604	P0C604	P0C604	P0C604		60915.1	66751.7	67321.2	65628.9	63982.4	60193.8	65262.4	65098.8	63212.7	72216.2	70688.7	60701.0	61237.4	63099.3	62779.2	64816.8	65089.0	62608.1	61863.4	60474.5	63058.6	58817.4	63453.6	59105.6	64842.1	67008.0	69948.2	65783.3	65600.6	63456.7	67756.7	61832.9	66949.3	67826.6	61800.6	65415.7	73058.7	69970.8	65197.1	63352.3	71439.9	61915.0
Q9UBP0	Q9UBP0	Q9UBP0	Q9UBP0		9856.5	12491.7	10827.4	10374.9	12790.1	12474.4	10017.0	10995.1	11611.0	10865.9	14413.1	10947.0	15121.1	11793.3	12992.3	9950.93	14576.7	12748.3	15272.1	12385.8	14383.7	13616.6	13182.2	13818.2	12817.1	14318.2	12400.0	13598.8	14487.8	11366.6	12900.0	13005.9	9827.14	14544.2	10673.6	14483.2	14621.9	12686.0	14661.1	13817.7	10138.3	12469.8
Q9Y4W2	Q9Y4W2	Q9Y4W2	Q9Y4W2		1413.72	1578.18	1194.64	764.131	1831.79	2193.41	1486.29	1652.92	1599.53	1683.04	1752.91	1597.12	1874.73	2360.77	1527.2	1819.79	1273.12	1410.29	1391.46	1541.84	1738.33	1408.36	1775.6	940.993	1388.19	1625.08	1728.76	1011.28	1091.52	1162.58	1479.67	1163.89	1507.63	1572.38	1482.54	1623.87	1872.26	2211.26	1841.91	1826.55	1501.45	1361.14
Q9H4B0	Q9H4B0	Q9H4B0	Q9H4B0		25369.8	26168.7	24933.2	24273.1	23627.5	22681.5	22920.0	23274.8	23030.9	25611.9	24708.9	24525.1	26895.3	27177.8	28939.1	27163.5	26491.1	26604.8	25253.7	28588.3	26728.3	23782.4	24652.6	27091.2	23988.5	26468.8	24662.9	26312.3	26756.5	23935.9	24625.8	22956.6	27350.5	24531.3	24720.0	26869.4	25457.7	26482.6	25129.8	24715.6	24406.8	26553.2
P82663	P82663	P82663	P82663		7594.63	6694.36	7587.89	5732.6	7483.75	8549.97	6141.84	7607.08	7179.65	7967.8	7236.25	7539.86	7747.01	7091.05	7494.89	7466.66	8205.08	8544.3	7939.73	7986.53	8540.12	6562.14	7542.5	8532.04	7786.52	8460.39	9178.18	6882.37	9357.52	8082.8	8410.98	7316.13	7939.8	8751.12	6947.59	8478.63	7645.57	8185.09	7859.85	8772.28	8112.94	8965.01
Q09428	Q09428	Q09428	Q09428		52222.8	57811.7	56002.1	58253.6	57934.9	58636.0	49598.3	53719.8	49280.6	57644.2	57006.3	56514.3	49953.1	49242.1	49788.2	56159.1	57995.7	51234.5	57987.0	57773.8	59296.8	45634.2	46259.8	48835.9	55922.5	54278.9	55822.1	54617.0	55841.5	54792.7	48641.1	49605.9	51202.2	56494.1	51554.3	57014.1	56153.8	56207.1	57812.6	53097.8	53299.1	49176.0
Q8TBC3	Q8TBC3	Q8TBC3	Q8TBC3		121736.0	120798.0	118218.0	113392.0	116692.0	113470.0	112670.0	112728.0	105974.0	118212.0	113911.0	111611.0	111889.0	107379.0	107401.0	119590.0	115768.0	115801.0	119451.0	117189.0	118402.0	115223.0	112497.0	114656.0	110769.0	114876.0	109427.0	107689.0	110339.0	109280.0	114523.0	113826.0	116379.0	112735.0	111575.0	111944.0	121225.0	116253.0	122804.0	102871.0	106716.0	107511.0
Q8TBC3;P19099	Q8TBC3;P19099	Q8TBC3;P19099	Q8TBC3;P19099		235078.0	233506.0	218093.0	208357.0	207934.0	218850.0	217246.0	211798.0	213145.0	226809.0	214643.0	239724.0	215844.0	212569.0	212433.0	236358.0	230190.0	234684.0	238355.0	244117.0	235969.0	223916.0	224493.0	226900.0	216196.0	241552.0	218670.0	219116.0	230234.0	217547.0	239456.0	230334.0	228440.0	220055.0	209669.0	210905.0	246545.0	233954.0	230834.0	198738.0	195250.0	202739.0
Q8TBC3;P10588	Q8TBC3;P10588	Q8TBC3;P10588	Q8TBC3;P10588		18862.8	21719.7	20220.9	21630.6	23219.0	25906.1	14880.7	21716.0	31065.6	24692.0	35632.5	35440.4	20047.4	21761.1	22698.1	52163.0	37250.9	43494.4	38050.7	43138.8	62951.6	39038.0	51347.1	71597.2	58010.8	48270.5	70839.4	32070.9	46612.2	37351.3	37903.9	46355.9	43691.7	58729.3	57206.8	56250.0	40108.1	67014.6	42938.4	43664.6	41170.1	59195.6
